name,rating,industry,location,salary
Arabian Industries,3.8,Oil & Gas,Muscat +20 other locations,339
CMA CGM Global Business Services,4.0,Logistics,Chennai +9 other locations,339
Deenanath Mangeshkar Hospital,3.8,Healthcare,Pune +9 other locations,340
Carraro,4.0,Industrial Machinery,Pune +4 other locations,339
DISYS,3.1,IT Services & Consulting,Chennai +12 other locations,338
Yalamanchili Software Exports,3.2,Software Product,Chennai +12 other locations,338
Yalamanchili Software Exports,3.2,Software Product,Chennai +12 other locations,338
Gps Renewables,4.1,Oil & Gas,Bangalore / Bengaluru +39 other locations,338
Teamspace Financial Services,3.9,Financial Services,Mumbai +110 other locations,339
New Opportunity Consultancy,4.2,Recruitment,Coimbatore +133 other locations,338
RWS Group,3.7,IT Services & Consulting,Indore +22 other locations,339
Mitsubishi Electric Automotive India,4.4,Automobile,Gurgaon / Gurugram +16 other locations,338
Akumentis Healthcare,3.3,Healthcare,Mumbai +53 other locations,337
Shree Baidyanath Ayurved Bhawan,3.5,Pharma,Kolkata +41 other locations,337
SALARPURIA SATTVA,4.2,Real Estate,Bangalore / Bengaluru +15 other locations,337
Expert Global Solutions,3.5,BPO,Pune +12 other locations,337
MYCPE ONE,3.9,Recruitment,Ahmedabad +23 other locations,337
ShopKirana,3.8,Software Product,Indore +24 other locations,337
Vini Cosmetics,4.0,Beauty & Personal Care,Mumbai +92 other locations,337
Artemis Health Institute,4.2,Healthcare,Gurgaon / Gurugram +12 other locations,336
Windlas Biotech,3.8,Pharma,Dehradun +14 other locations,337
Technicolor,3.5,Animation & VFX,Bangalore / Bengaluru +10 other locations,336
VST Industries,3.7,FMCG,Hyderabad / Secunderabad +84 other locations,336
McNROE,3.9,FMCG,Kolkata +65 other locations,336
Pranav Vikas India Private Limited,3.8,Automobile,Faridabad +13 other locations,336
Imarque Solutions,3.3,BPO,Chennai +16 other locations,336
Uneecops Technologies,3.6,IT Services & Consulting,Noida +22 other locations,336
N Ranga Rao And Sons,4.0,FMCG,Mysuru / Mysore +74 other locations,337
Dorset Industries,4.3,Building Material,Gurgaon / Gurugram +48 other locations,336
Cashpor Micro Credit,3.5,NBFC,Varanasi +57 other locations,336
Ample Technologies,3.8,IT Services & Consulting,Bangalore / Bengaluru +27 other locations,336
Rane Brake Lining,4.1,Auto Components,Chennai +26 other locations,336
Krishna Group,4.0,Gurgaon / Gurugram +31 other locations,,337
Actalent Services,3.7,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,336
Kerala State Electricity Board,4.2,Power,Palakkad +30 other locations,335
Vatika Group,4.1,Hospitality,Gurgaon / Gurugram +17 other locations,335
Syncfusion,3.5,Software Product,Chennai +5 other locations,335
Urban Ladder,3.7,Furniture & Furnishing,Bangalore / Bengaluru +28 other locations,335
International Game Technology,3.3,Gaming,Gurgaon / Gurugram +11 other locations,335
Endava,3.5,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,335
Duroflex,4.0,Furniture & Furnishing,Bangalore / Bengaluru +46 other locations,335
e-Zest,4.0,IT Services & Consulting,Pune +6 other locations,335
Tata Digital,2.7,IT Services & Consulting,Mumbai +9 other locations,335
ADNOC,4.2,Oil & Gas,Abu Dhabi +15 other locations,334
Muthoot Housing Finance Company,4.0,NBFC,Mumbai +103 other locations,334
Nutricia,3.5,Fitness & Wellness,Mumbai +67 other locations,334
Prem Motors,3.8,Automobile,Gwalior +19 other locations,334
Técnicas Reunidas,3.9,Engineering & Construction,Bangalore / Bengaluru +22 other locations,334
NTT Global Data Centers and Cloud Infrastructure,4.0,IT Services & Consulting,Mumbai +15 other locations,334
SEIL Energy India,4.0,Power,Nellore +30 other locations,334
Roquette Riddhi Siddhi,3.9,Rudrapur +18 other locations,,334
Qentelli,3.9,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,334
Thoughtsol Infotech,4.6,IT Services & Consulting,New Delhi +17 other locations,334
Debtcare Enterprises,4.3,Investment Banking / Venture Capital / Private Equity,Hyderabad / Secunderabad +17 other locations,333
B S R & Co Llp,3.1,Accounting & Auditing,Mumbai +21 other locations,333
Arzooo.com,2.5,Internet,Bangalore / Bengaluru +43 other locations,333
Nabard Financial Services,4.1,NBFC,Bangalore / Bengaluru +122 other locations,333
SMS India Private Limited,4.0,Engineering & Construction,Gurgaon / Gurugram +22 other locations,333
63 Moons Technologies,3.6,IT Services & Consulting,Mumbai +13 other locations,333
Captain Steel India Limited,4.1,Iron & Steel,Kolkata +70 other locations,333
Hygienic Research Institute,3.8,Beauty & Personal Care,Mumbai +60 other locations,332
Hical Technologies,3.5,Auto Components,Bangalore / Bengaluru +5 other locations,332
Escon Elevators,3.7,Industrial Machinery,Mumbai +15 other locations,332
Lauritz Knudsen Electrical & Automation,4.2,Mumbai +68 other locations,,332
Tega Industries,3.7,Industrial Machinery,Kolkata +19 other locations,332
Sri Sri Tattva,3.5,FMCG,Bangalore / Bengaluru +55 other locations,333
Seth M R Jaipuria School,3.6,Education & Training,Lucknow +47 other locations,332
Sandvik Mining and Rock Technology,4.1,Industrial Machinery,Udaipur +30 other locations,332
Agility,4.0,Logistics,Chennai +37 other locations,331
SMFG India Home Finance Co,3.8,NBFC,Mumbai +105 other locations,331
Asti Electronics India,4.1,Auto Components,Gurgaon / Gurugram +11 other locations,331
Eaton India Innovation Center,3.9,Engineering & Construction,Pune +2 other locations,331
Patil Group,3.6,Engineering & Construction,Hyderabad / Secunderabad +48 other locations,331
Health India Tpa Services,3.1,Insurance,Mumbai +32 other locations,331
Lumino Industries,3.8,Electrical Equipment,Kolkata +44 other locations,331
Jay Chemical Industries,4.0,Chemicals,Ahmedabad +27 other locations,331
Jtekt Sona Automotive India,4.1,Auto Components,Gurgaon / Gurugram +16 other locations,331
Vaibhav Global,3.2,Jewellery,Jaipur +11 other locations,331
NCSI Technologies Pvt Ltd,3.5,IT Services & Consulting,Pune +5 other locations,346
MapmyIndia,3.5,Software Product,New Delhi +10 other locations,331
Godrej Infotech,3.7,IT Services & Consulting,Mumbai +17 other locations,330
Cox & Kings,3.5,Travel & Tourism,Mumbai +48 other locations,331
Sedemac Mechatronics,3.9,Emerging Technologies,Pune +7 other locations,330
Parul University,3.3,Education & Training,Vadodara +36 other locations,330
Recipharm Pharmaservices,3.9,Pharma,Bangalore / Bengaluru +6 other locations,331
Utkarsh India,3.8,Iron & Steel,Kolkata +20 other locations,330
Synergies Castings,3.8,Auto Components,Visakhapatnam +6 other locations,330
Al Tasnim Enterprises,3.5,Engineering & Construction,Muscat +18 other locations,331
Wagh Bakri Tea Group,4.2,Beverage,Ahmedabad +48 other locations,330
Stellar Value Chain Solutions,3.6,Logistics,Mumbai +39 other locations,329
Integrated Wireless Solutions,3.7,Telecom,Bangalore / Bengaluru +41 other locations,329
Mars,3.5,Food Processing,Gurgaon / Gurugram +61 other locations,329
Indifi Technologies,3.6,FinTech,Gurgaon / Gurugram +12 other locations,329
Delhi Metro Rail Corporation,4.1,Logistics,New Delhi +20 other locations,329
Zf Wind Power,4.2,Coimbatore +8 other locations,,329
L&T Defence,3.7,Defence & Aerospace,Pune +21 other locations,329
Awign Enterprises,3.7,Internet,Bangalore / Bengaluru +47 other locations,329
Peel-works,3.6,Software Product,Bangalore / Bengaluru +26 other locations,329
Furukawa Minda Electric,4.1,Auto Components,Bawal +14 other locations,330
Sj Contracts,4.1,Engineering & Construction,Pune +8 other locations,329
AceMicromatic Group,4.1,Industrial Machinery,Bangalore / Bengaluru +35 other locations,329
Sterling Tools,3.5,Automobile,Faridabad +12 other locations,329
Essilor,4.0,Medical Equipment,Bangalore / Bengaluru +42 other locations,328
Khimji Ramdas,3.7,Retail,Ahmedabad +33 other locations,328
Sakthi Auto Components,3.1,Auto Components,Erode +19 other locations,328
MNC Group,4.2,Investment Banking / Venture Capital / Private Equity,Bangalore / Bengaluru +50 other locations,328
NXP Semiconductors,3.5,Semiconductors,Bangalore / Bengaluru +12 other locations,328
RedBus,3.9,Internet,Bangalore / Bengaluru +19 other locations,328
Gujarat Alkalies & Chemicals,4.6,Chemicals,Bharuch +14 other locations,328
R.K.M Powergen,4.0,Power,Raigarh +16 other locations,328
A-1 Fence Products,4.1,Building Material,Mumbai +19 other locations,328
Pfizer Products India,3.9,Pharma,Visakhapatnam +15 other locations,327
Yara Fertilisers,3.8,Agro Chemicals,Gurgaon / Gurugram +58 other locations,328
MINTIFI,3.4,Internet,Mumbai +89 other locations,328
OneSource Specialty Pharma Limited,3.7,Pharma,Bangalore / Bengaluru +5 other locations,328
Aloha Technology,2.9,IT Services & Consulting,Pune +10 other locations,327
RSWM,4.1,Fashion & Textile,Bhilwara +29 other locations,327
Biz 2 Credit Info Services,3.6,Financial Services,Noida +5 other locations,327
Kyndal India,3.7,Bangalore / Bengaluru +11 other locations,,327
Oceaneering International,3.9,Engineering & Construction,Chandigarh +9 other locations,326
SYSTRA,3.9,Engineering & Construction,New Delhi +41 other locations,327
Harjai Computers,3.4,Recruitment,Mumbai +15 other locations,326
Bain & Company,3.8,Management Consulting,Gurgaon / Gurugram +7 other locations,326
Hays Business Solutions,3.3,Recruitment,Noida +11 other locations,326
Cotmac Electronics,3.7,Industrial Automation,Pune +23 other locations,327
Tao Digital,3.8,IT Services & Consulting,Hyderabad / Secunderabad +6 other locations,326
Welspun Transformation Services Limited,3.7,IT Services & Consulting,Ahmedabad +9 other locations,327
Globtier Infotech Limited,3.4,IT Services & Consulting,Noida +38 other locations,327
Rubicon Research,3.6,Pharma,Mumbai +12 other locations,327
Bellsonica Auto Component,3.9,Auto Components,Gurgaon / Gurugram +14 other locations,326
Mahindra Insurance Brokers,3.3,Insurance,Mumbai +84 other locations,326
Zydex Industries,3.9,Chemicals,Vadodara +68 other locations,326
Marelli Motherson Automotive Lighting,3.6,Pune +13 other locations,,326
Kushal's Fashion Jewellery,4.4,Jewellery,Bangalore / Bengaluru +30 other locations,325
Zuari Cement,4.3,Building Material,Kadapa +43 other locations,326
Sata Vikas India,3.6,Auto Components,Palwal +16 other locations,325
TMF Group,3.7,Financial Services,Pune +11 other locations,325
National Highways Authority of India,4.0,Engineering & Construction,New Delhi +150 other locations,325
INOX Air Products,4.1,Oil & Gas,Pune +57 other locations,325
Euler Motors,3.6,Automobile,New Delhi +26 other locations,326
Shaadi.com,3.6,Internet,Mumbai +26 other locations,325
Rashtriya Chemicals and Fertilizers,4.3,Agro Chemicals,Mumbai +31 other locations,325
"Ministry Of Health, New Delhi",3.9,Healthcare,New Delhi +44 other locations,324
Fluper,4.2,IT Services & Consulting,Noida +3 other locations,324
ACB (India),3.7,Oil & Gas,Korba +27 other locations,324
Shah Technical Consultants,3.6,Telecom,Mumbai +65 other locations,324
Infotact Solutions,4.5,IT Services & Consulting,Bangalore / Bengaluru +13 other locations,324
Somic ZF Components,4.1,Auto Components,Gurgaon / Gurugram +19 other locations,325
SOTC Travel Limited,4.1,Travel & Tourism,Mumbai +33 other locations,324
Group Bayport,4.0,Printing & Publishing,Ahmedabad +6 other locations,325
Clariant Chemicals,4.1,Chemicals,Mumbai +18 other locations,324
Satin Finserv,3.8,NBFC,Gurgaon / Gurugram +88 other locations,325
Park Plus,2.8,Internet,Gurgaon / Gurugram +35 other locations,324
RV Solutions,3.7,IT Services & Consulting,Noida +35 other locations,324
Coding Ninjas,3.7,EdTech,Gurgaon / Gurugram +12 other locations,324
Infocepts Technologies,3.4,IT Services & Consulting,Nagpur +6 other locations,324
Silverlink Technologies,4.0,IT Services & Consulting,Mumbai +16 other locations,323
Minda Kosei Aluminum Wheel,4.1,Auto Components,Ahmedabad +15 other locations,323
Halonix Technologies,3.9,Electrical Equipment,Noida +47 other locations,323
Multiplier Brand Solutions,3.7,Marketing & Advertising,New Delhi +72 other locations,323
Navi Technologies,3.1,FinTech,Bangalore / Bengaluru +16 other locations,323
Sekisui Dljm Molding,3.8,Auto Components,Chennai +18 other locations,323
Maharashtra Hybrid Seed Company,4.2,Agriculture,Aurangabad +68 other locations,323
IFFCO Kisan Sanchar,3.5,Agro Chemicals,New Delhi +73 other locations,322
TIBCO Software,3.6,Software Product,Pune +7 other locations,322
Ircon International,3.9,Engineering & Construction,New Delhi +54 other locations,322
ITM Group of Institutions,3.4,Education & Training,Mumbai +34 other locations,322
Glorious Insight,4.3,IT Services & Consulting,Noida +6 other locations,322
Vem Technologies,3.7,Defence & Aerospace,Hyderabad / Secunderabad +4 other locations,322
Lalitha Jewellery,3.8,Jewellery,Chennai +42 other locations,323
Lam Research,3.8,Semiconductors,Bangalore / Bengaluru +3 other locations,322
TMEIC,3.8,Bangalore / Bengaluru +9 other locations,,322
Ksb Pumps,3.9,Industrial Machinery,Pune +28 other locations,322
EPIQ Systems,3.5,Legal,Hyderabad / Secunderabad +10 other locations,322
Signode,3.7,Hyderabad / Secunderabad +39 other locations,,322
AVASOFT,2.7,Software Product,Chennai +7 other locations,322
Protiviti India Member,2.9,Management Consulting,Mumbai +25 other locations,322
Council of Scientific and Industrial Research,4.1,Government,New Delhi +44 other locations,322
convergys india services,3.5,Gurgaon / Gurugram +11 other locations,,321
Danske IT,3.6,IT Services & Consulting,Bangalore / Bengaluru +2 other locations,321
Telesonic Networks,3.9,Telecom,Chennai +46 other locations,321
Oil India,4.3,Oil & Gas,Duliajan +45 other locations,321
Valvoline Cummins,4.0,Auto Components,Gurgaon / Gurugram +58 other locations,321
Berar Finance,3.6,NBFC,Nagpur +85 other locations,321
InsanelyGood,4.1,Internet,Bangalore / Bengaluru +26 other locations,321
Telecom Network Solutions,3.9,Telecom,Noida +53 other locations,321
Stellar Innovations,3.4,IT Services & Consulting,Bangalore / Bengaluru +12 other locations,321
Telecom Network Solutions,3.9,Telecom,Noida +53 other locations,321
L&T–MHI Power Boilers,3.9,Industrial Machinery,Surat +21 other locations,321
Adama,4.1,Agro Chemicals,Hyderabad / Secunderabad +66 other locations,320
Hindustan Syringes & Medical Devices,4.0,Medical Equipment,Faridabad +17 other locations,320
Victora Tool Engineers,3.6,Auto Components,Faridabad +15 other locations,320
Cygnet Infotech,3.5,IT Services & Consulting,Ahmedabad +13 other locations,320
Borosil Glass Works,3.9,Packaging,Jaipur +34 other locations,320
Swiss Re,3.8,Insurance,Bangalore / Bengaluru +6 other locations,320
Bss Microfinance,3.7,Financial Services,Bangalore / Bengaluru +119 other locations,321
METRO Global Solutions Center,3.4,IT Services & Consulting,Pune +8 other locations,321
Groww,3.6,Financial Services,Bangalore / Bengaluru +15 other locations,320
Orchid Pharma,3.7,Pharma,Chennai +15 other locations,320
Hitachi Vantara,3.4,IT Services & Consulting,Hyderabad / Secunderabad +12 other locations,320
Fino Paytech,3.6,FinTech,Mumbai +82 other locations,319
CESC,3.8,Power,Kolkata +15 other locations,319
Global Aluminium,3.8,Metals & Mining,Hyderabad / Secunderabad +17 other locations,320
Halliburton,3.5,Engineering & Construction,Bangalore / Bengaluru +24 other locations,319
Savista Global Solutions,4.0,Analytics & KPO,Chennai +8 other locations,319
Rainbow Hospital,3.6,Healthcare,Hyderabad / Secunderabad +19 other locations,320
Theme Engineering Services,3.7,Engineering & Construction,Jaipur +102 other locations,319
Harsha Engineers,3.9,Auto Components,Ahmedabad +11 other locations,319
Pitaara,4.2,Food Processing,Pune +65 other locations,319
DB Power Limited,4.6,Power,Raigarh +13 other locations,318
Data-Core Systems,3.1,IT Services & Consulting,Kolkata +8 other locations,318
Satguru Travels and Tour Services,3.0,Travel & Tourism,Pune +37 other locations,318
Adani Infra,3.8,Engineering & Construction,Ahmedabad +45 other locations,318
InfodriveIndia,4.2,Other,New Delhi +4 other locations,318
Vascon Engineers,3.8,Real Estate,Pune +21 other locations,318
Autocomp Corporation Panse,3.5,Auto Components,Pune +11 other locations,319
Indchemie Health Specialities,3.8,Pharma,Mumbai +61 other locations,319
Sureti Insurance Marketing,3.3,Insurance,Coimbatore +8 other locations,318
DCM Shriram Industries,4.1,Chemicals,Meerut +34 other locations,318
Katerra,3.5,Engineering & Construction,Bangalore / Bengaluru +18 other locations,318
GTPL-KCBPL,3.9,Telecom,Kolkata +33 other locations,319
Boehringer-Ingelheim,4.0,Pharma,Mumbai +54 other locations,318
MDC Group of Companies,4.8,Pharma,Mumbai +5 other locations,317
Padmini VNA Mechatronics,4.2,Auto Components,Gurgaon / Gurugram +4 other locations,317
Labcorp,3.9,Clinical Research,Bangalore / Bengaluru +11 other locations,317
CareEdge Ratings,3.1,Financial Services,Mumbai +20 other locations,317
Lloyd Insulations,3.4,Industrial Machinery,New Delhi +41 other locations,317
Entab Infotech,3.3,EdTech,New Delhi +13 other locations,317
Labcorp,3.9,Clinical Research,Bangalore / Bengaluru +11 other locations,317
Ceat Specialty Tyres,3.9,Auto Components,Mumbai +37 other locations,317
Kraft Heinz Company,3.0,Food Processing,Ahmedabad +32 other locations,317
Lobo Staffing Solutions,4.2,Recruitment,Mumbai +66 other locations,318
Apisero,4.3,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,317
CareEdge Ratings,3.1,Financial Services,Mumbai +20 other locations,317
AIMLAY,4.7,EdTech,New Delhi +3 other locations,317
Vasan Eye Care Hospitals,3.8,Healthcare,Chennai +72 other locations,317
VKC Group,3.8,Fashion & Textile,Kozhikode +44 other locations,318
Zebronics,3.8,Consumer Electronics & Appliances,Chennai +41 other locations,317
ETA Engineering,3.5,Engineering & Construction,New Delhi +24 other locations,317
Lernx,3.8,Hanumangarh +18 other locations,,316
Bal Pharma,3.4,Pharma,Bangalore / Bengaluru +20 other locations,316
Capri Global Housing Finance,3.5,Financial Services,Mumbai +87 other locations,316
Grihum Housing Finance,3.6,Pune +112 other locations,,318
MTR Foods,4.0,FMCG,Bangalore / Bengaluru +44 other locations,316
eMudhra,3.6,Software Product,Bangalore / Bengaluru +15 other locations,316
Avantor,3.7,Biotechnology,Coimbatore +26 other locations,316
Hitech Digital Solutions,3.7,IT Services & Consulting,Ahmedabad +18 other locations,317
Gyproc,4.0,Mumbai +40 other locations,,316
Zet Town,3.3,Electronics Manufacturing,Noida +8 other locations,316
Sub-K IMPACT Solutions,4.1,Financial Services,Hyderabad / Secunderabad +106 other locations,315
MSP Steel & Power,3.9,Iron & Steel,Raigarh +17 other locations,316
Competent Software,3.6,IT Services & Consulting,New Delhi +9 other locations,315
Omax Autos,3.8,Auto Components,Gurgaon / Gurugram +18 other locations,315
ESAF CO-OPERATIVE,3.4,Financial Services,Thrissur +126 other locations,316
NIKE,4.1,Retail,Bangalore / Bengaluru +43 other locations,315
Kimberly-Clark,4.0,Beauty & Personal Care,Bangalore / Bengaluru +56 other locations,315
Prolifics Corporation,2.9,IT Services & Consulting,Hyderabad / Secunderabad +6 other locations,315
Bluechip Corporate Investment Centre,3.7,Accounting & Auditing,Mumbai +95 other locations,315
IIT Bombay,4.4,Education & Training,Mumbai +12 other locations,315
Advanced Micro Devices,3.6,Semiconductors,Hyderabad / Secunderabad +15 other locations,315
You Broadband,4.0,Telecom,Pune +29 other locations,315
DSV - Global Transport and Logistics,3.9,Logistics,Mumbai +36 other locations,315
Nitco,4.1,Building Material,Mumbai +57 other locations,314
Highway Industries,4.0,Engineering & Construction,Ludhiana +18 other locations,314
Allegis Global Solutions,3.3,Recruitment,Bangalore / Bengaluru +11 other locations,314
Kuwait National Petroleum Company,4.4,Oil & Gas,Kuwait City +19 other locations,314
Selec Controls,3.5,Electronics Manufacturing,Mumbai +21 other locations,314
Network 18,3.4,Media & Entertainment,Mumbai +27 other locations,314
Apmosys Technologies,3.2,IT Services & Consulting,Mumbai +9 other locations,314
Hindustan Urvarak & Rasayan,3.2,Agro Chemicals,Gorakhpur +22 other locations,314
Gufic Biosciences,3.4,Pharma,Mumbai +36 other locations,314
BYJU'S Exam Prep,3.7,EdTech,Noida +26 other locations,313
BLS International Services,3.5,Travel & Tourism,New Delhi +49 other locations,313
Novel Office,4.1,Real Estate,Bangalore / Bengaluru +14 other locations,313
Sequel Logistics,4.0,Logistics,Bangalore / Bengaluru +46 other locations,313
DCDC Kidney Care,4.2,Healthcare,New Delhi +77 other locations,313
Gammon Engineers And Contractors,3.9,Engineering & Construction,Mumbai +40 other locations,313
Muthoot Capital Services,3.6,Financial Services,Kochi +94 other locations,313
Sheraton Hotels and Resorts,4.1,Hospitality,Bangalore / Bengaluru +23 other locations,312
Rajsriya Automotive Industries,3.1,Auto Components,Hosur +12 other locations,312
Netcore Cloud Private Limited,4.1,IT Services & Consulting,Mumbai +12 other locations,314
Phenom,3.7,Software Product,Hyderabad / Secunderabad +3 other locations,312
Western Digital,3.4,Consumer Electronics & Appliances,Bangalore / Bengaluru +10 other locations,312
Paperchase Accountancy,3.1,Accounting & Auditing,Ahmedabad +7 other locations,312
Karvy Financial Services,3.9,Financial Services,Hyderabad / Secunderabad +44 other locations,312
Mirza International,3.4,Fashion & Textile,New Delhi +31 other locations,313
1K Networks,3.2,Retail,Gurgaon / Gurugram +21 other locations,312
Robosoft Technologies,3.4,IT Services & Consulting,Bangalore / Bengaluru +12 other locations,312
CK Birla Group,4.1,Building Material,Hyderabad / Secunderabad +53 other locations,312
MJ Biopharm,3.5,Pharma,Pune +9 other locations,312
Aeronautical Development Agency,4.3,Defence & Aerospace,Bangalore / Bengaluru +8 other locations,312
Cadence Design Systems,4.0,Semiconductors,Noida +16 other locations,312
Volvo Trucks,4.0,Automobile,Bangalore / Bengaluru +32 other locations,311
Unique Identification Authority of India,3.8,IT Services & Consulting,New Delhi +90 other locations,311
Markelytics Solutions,4.7,Analytics & KPO,Bangalore / Bengaluru +5 other locations,311
Techno Electric & Engineering Company,4.0,Engineering & Construction,Kolkata +53 other locations,311
Zucol Group,3.3,IT Services & Consulting,Jaipur +9 other locations,311
Huron,3.8,Management Consulting,Bangalore / Bengaluru +13 other locations,311
Stefanini,2.8,IT Services & Consulting,Noida +11 other locations,311
Dentsu Aegis Network,3.2,Marketing & Advertising,Bangalore / Bengaluru +14 other locations,311
AVL,3.5,Automobile,Gurgaon / Gurugram +22 other locations,311
Eclat Health Solutions,3.8,Financial Services,Hyderabad / Secunderabad +8 other locations,311
Polyhose,3.6,Industrial Machinery,Chennai +16 other locations,310
E-Solutions,3.5,Recruitment,Noida +22 other locations,310
Corizo,4.0,Education & Training,Bangalore / Bengaluru +15 other locations,310
Inventia Healthcare,4.0,Pharma,Mumbai +10 other locations,310
Technosoft Engineering Projects Limited,3.9,Industrial Automation,Mumbai +5 other locations,311
Merit Data and Technology,3.4,Analytics & KPO,Chennai +6 other locations,310
Shree Renuka Sugars,4.0,Food Processing,Belgaum +43 other locations,310
Lanco Infratech,4.5,Engineering & Construction,Gurgaon / Gurugram +31 other locations,309
KnowledgeHut,4.4,EdTech,Bangalore / Bengaluru +19 other locations,309
Kalyani Motors,3.4,Automobile,Bangalore / Bengaluru +10 other locations,309
Jorie Healthcare,4.2,Healthcare,Mohali +7 other locations,309
Gi Group,3.8,Recruitment,Mumbai +53 other locations,309
Rushil Decor,4.2,Building Material,Ahmedabad +33 other locations,309
Angelique International,4.5,Engineering & Construction,Noida +20 other locations,309
Festo,3.8,Industrial Automation,Bangalore / Bengaluru +21 other locations,309
Resurgent India,4.3,Investment Banking / Venture Capital / Private Equity,Gurgaon / Gurugram +11 other locations,309
SAR Group,3.8,Consumer Electronics & Appliances,Gurgaon / Gurugram +37 other locations,309
Jaguar Security Services,4.5,Law Enforcement & Security,Bangalore / Bengaluru +20 other locations,309
Wonderla Holidays,4.1,Hospitality,Bangalore / Bengaluru +16 other locations,309
Aptean,3.1,Software Product,Bangalore / Bengaluru +6 other locations,309
Adani Electricity,3.5,Power,Mumbai +37 other locations,310
Creative Hands HR Consultancy,4.2,Recruitment,Chennai +41 other locations,309
Diya Systems,3.4,BPO,Mangaluru +8 other locations,308
CityMall,3.3,Internet,Gurgaon / Gurugram +23 other locations,309
Sundaram Motors,4.0,Automobile,Chennai +42 other locations,308
Paragon Digital Services,3.1,Marketing & Advertising,Chennai +7 other locations,308
Swastika Investmart,3.8,Investment Banking / Venture Capital / Private Equity,Indore +45 other locations,308
Peregrine Guarding,4.0,Law Enforcement & Security,Gurgaon / Gurugram +48 other locations,308
Adglobal360,3.2,Gurgaon / Gurugram +11 other locations,,308
Apollo Clinic,4.1,Healthcare,Kolkata +39 other locations,308
Fexprime Finance,4.6,Financial Services,New Delhi +47 other locations,308
Hyundai Construction Equipment,4.3,Industrial Machinery,Pune +38 other locations,308
Motilal Oswal Wealth Management,4.3,Financial Services,Mumbai +23 other locations,308
Dvara KGFS,3.7,NBFC,Chennai +61 other locations,308
SOPAN,4.0,Industrial Machinery,Pune +40 other locations,308
Ace Designers,4.1,Industrial Machinery,Bangalore / Bengaluru +13 other locations,307
Ujjivan Financial Services,4.5,Bangalore / Bengaluru +111 other locations,,307
ISMT,3.8,Iron & Steel,Pune +6 other locations,307
Essar Projects India,3.6,Engineering & Construction,Surat +41 other locations,307
Plasser India,4.0,Industrial Machinery,Vadodara +12 other locations,307
Springer Nature in India,4.0,Printing & Publishing,Pune +4 other locations,307
Light Microfinance,3.9,NBFC,Ahmedabad +107 other locations,307
Choice Consultancy Services,3.7,Management Consulting,Mumbai +65 other locations,307
Brawn Group,3.6,Healthcare,Faridabad +11 other locations,307
Zopper,3.1,Software Product,Noida +42 other locations,307
Walplast Products,4.0,Engineering & Construction,Mumbai +54 other locations,306
Inlead Electronics,3.9,Consumer Electronics & Appliances,Mumbai +46 other locations,306
JSW One Platforms,3.0,Building Material,Mumbai +37 other locations,306
VIKRAN Engineering & Exim,4.1,Engineering & Construction,Mumbai +62 other locations,306
Kubota Agricultural Machinery India,4.3,Agriculture,Chennai +45 other locations,306
Kalkine,4.2,Financial Services,Noida +2 other locations,306
Alkyl Amines,4.1,Chemicals,Pune +15 other locations,306
Nava Limited,3.9,Metals & Mining,Hyderabad / Secunderabad +26 other locations,306
SMC Corporation,3.6,Medical Equipment,Noida +44 other locations,308
ZF India Technology Center,3.7,Auto Components,Hyderabad / Secunderabad +5 other locations,306
Princess Cruises,4.1,Travel & Tourism,Mumbai +18 other locations,306
BIC Cello,4.0,Other,Mumbai +50 other locations,306
MobileComm Technologies India,3.8,Telecom,Gurgaon / Gurugram +31 other locations,305
Airtel DTH Services,4.0,Telecom,New Delhi +108 other locations,305
Lucas Indian Service,4.0,Auto Components,Chennai +51 other locations,305
ICRA Analytics,3.2,Analytics & KPO,Kolkata +5 other locations,305
Banco Products,3.4,Auto Components,Vadodara +18 other locations,305
Ubisoft Entertainment,3.7,Gaming,Pune +7 other locations,305
Quintessence Business Solutions & Services,3.8,Analytics & KPO,Coimbatore +3 other locations,305
Intelizign Lifecycle Services,3.4,IT Services & Consulting,Pune +6 other locations,305
Skillmine Technology Consulting,3.5,IT Services & Consulting,Bangalore / Bengaluru +14 other locations,305
Aujas Cybersecurity-NuSummit company,3.7,IT Services & Consulting,Bangalore / Bengaluru +12 other locations,305
Slice,3.1,FinTech,Bangalore / Bengaluru +25 other locations,306
Indo Farm Equipment,2.9,Industrial Machinery,Baddi +42 other locations,305
KEPCO Plant Service & Engineering,3.7,Engineering & Construction,Bhavnagar +23 other locations,305
Kent plc,4.2,Oil & Gas,Mumbai +28 other locations,305
Nissin Brake,4.1,Auto Components,Neemrana +12 other locations,304
First Flight Couriers,4.3,Logistics,Mumbai +73 other locations,304
Tudip Technologies,2.7,IT Services & Consulting,Pune +6 other locations,304
Unilever Global,3.7,Bangalore / Bengaluru +52 other locations,,304
Airproducts,3.6,Chemicals,Pune +17 other locations,305
SBI Payment Services,3.9,Financial Services,Mumbai +109 other locations,305
Compunnel,3.6,IT Services & Consulting,Noida +16 other locations,303
Bnp Paribas Securities,3.7,Financial Services,Chennai +8 other locations,303
Taco Bell,4.2,Hospitality,New Delhi +38 other locations,303
Computacenter,3.9,IT Services & Consulting,Bangalore / Bengaluru +9 other locations,303
